date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:10:28	57728/57728	---M--	200	added ('OK')	image/png	etag:%229fb18ef715bee2a7392b857eff192407%22	https://d1yei2z3i6k35z.cloudfront.net/161/636b89f872b40_115.png	D:/667/goodfolio/goodfolio/d1yei2z3i6k35z.cloudfront.net/161/636b89f872b40_115.png	(from https://nmessaoudi392.systeme.io/909e16e8)
20:10:28	9096/9096	---M--	200	added ('OK')	image/png	etag:%22aad2b9b83d0993a34abf070115a7e321%22	https://d1yei2z3i6k35z.cloudfront.net/systeme-common/621a290b97f6e_12.png	D:/667/goodfolio/goodfolio/d1yei2z3i6k35z.cloudfront.net/systeme-common/621a290b97f6e_12.png	(from https://nmessaoudi392.systeme.io/909e16e8)
20:10:29	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:31%20GMT	https://nmessaoudi392.systeme.io/common/audio.png	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/common/audio.png	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:30	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:31%20GMT	https://nmessaoudi392.systeme.io/e,t	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/e,t	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:30	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:32%20GMT	https://nmessaoudi392.systeme.io/e	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/e	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:31	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:32%20GMT	https://nmessaoudi392.systeme.io/t	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/t	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:31	402/402	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2018%20Dec%202024%2020:10:32%20GMT	https://nmessaoudi392.systeme.io/e,Pm(t	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/e,Pm(t	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:31	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:33%20GMT	https://nmessaoudi392.systeme.io/e,pm(t	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/e,pm(t	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:31	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22877c05fa473abe63fb7e6a22f2930478%22	https://connect.facebook.net/en_US/sdk.js	D:/667/goodfolio/goodfolio/connect.facebook.net/en_US/sdk.js	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:32	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:33%20GMT	https://nmessaoudi392.systeme.io/assets/images/fb_comments.png	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/assets/images/fb_comments.png	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:33	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:34%20GMT	https://nmessaoudi392.systeme.io/images/flag-icons/	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/images/flag-icons/index.html	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:33	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:34%20GMT	https://nmessaoudi392.systeme.io/assets/images/image_placeholder.png	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/assets/images/image_placeholder.1c.delayed	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:33	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:35%20GMT	https://nmessaoudi392.systeme.io/	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/index.html	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:33	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:35%20GMT	https://nmessaoudi392.systeme.io/window.location.href	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/window.location.href	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:34	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:35%20GMT	https://nmessaoudi392.systeme.io/assets/images/blog_post_list_image_placeholder.jpg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/assets/images/blog_post_list_image_placeholder.jpg	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:34	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:35%20GMT	https://nmessaoudi392.systeme.io/category/	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/category/index.html	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:34	244982/244982	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Dec%202024%2020:10:35%20GMT	https://nmessaoudi392.systeme.io/e.url,window.location.origin	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/e.url,window.location.origin	(from https://d6r6gym8ueyux.cloudfront.net/simplePage.2bd8549b8ea072ba9f1d.js)
20:10:35	92547/92547	---MCZ	200	added ('OK')	text/css	etag:W/%226762f2a0-16983%22	https://nmessaoudi392.systeme.io/build/122.5a4c0076.css	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/122.5a4c0076.css	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:35	84155/84155	---MCZ	200	added ('OK')	text/css	etag:W/%226762f2a0-148bb%22	https://nmessaoudi392.systeme.io/build/479.3e0b17d5.css	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/479.3e0b17d5.css	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:35	37356/37356	---MCZ	200	added ('OK')	text/css	etag:W/%226762f2a0-91ec%22	https://nmessaoudi392.systeme.io/build/772.94a7c8b4.css	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/772.94a7c8b4.css	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:36	97664/97664	---MCZ	200	added ('OK')	text/css	etag:W/%226762f2a0-17d80%22	https://nmessaoudi392.systeme.io/build/base.41c8022a.css	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/base.41c8022a.css	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:36	1653/1653	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762f2a0-675%22	https://nmessaoudi392.systeme.io/build/runtime.dee2d9de.js	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/runtime.dee2d9de.js	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:36	7556/7556	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762f2a0-1d84%22	https://nmessaoudi392.systeme.io/build/109.f0b3bf43.js	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/109.f0b3bf43.js	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:36	89983/89983	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762f2a0-15f7f%22	https://nmessaoudi392.systeme.io/build/755.cf8bdcc3.js	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/755.cf8bdcc3.js	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:37	7127/7127	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762f2a0-1bd7%22	https://nmessaoudi392.systeme.io/build/310.37f72994.js	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/310.37f72994.js	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:37	18250/18250	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762f2a0-474a%22	https://nmessaoudi392.systeme.io/build/518.dd0d0058.js	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/518.dd0d0058.js	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:37	10341/10341	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762f2a0-2865%22	https://nmessaoudi392.systeme.io/build/436.e1358357.js	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/436.e1358357.js	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:37	303075/303075	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762f2a0-49fe3%22	https://nmessaoudi392.systeme.io/build/548.7ede02d5.js	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/548.7ede02d5.js	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:38	161199/161199	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762f2a0-275af%22	https://nmessaoudi392.systeme.io/build/122.224df96f.js	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/122.224df96f.js	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:38	121350/121350	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762f2a0-1da06%22	https://nmessaoudi392.systeme.io/build/479.dd758353.js	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/479.dd758353.js	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:38	79016/79016	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762f2a0-134a8%22	https://nmessaoudi392.systeme.io/build/617.88ac91a4.js	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/617.88ac91a4.js	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:38	27951/27951	---MCZ	200	added ('OK')	application/javascript	etag:W/%226762f2a0-6d2f%22	https://nmessaoudi392.systeme.io/build/base.4043c30d.js	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/base.4043c30d.js	(from https://nmessaoudi392.systeme.io/default-funnel-step-thank-you-page/4799008)
20:10:39	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-2876e%22	https://nmessaoudi392.systeme.io/build/fonts/fontawesome-webfont.8b43027f.eot	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/fontawesome-webfont.8b43027f.eot	(from https://nmessaoudi392.systeme.io/build/479.3e0b17d5.css)
20:10:39	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-2876e%22	https://nmessaoudi392.systeme.io/build/fonts/fontawesome-webfont.8b43027f.eot?	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/fontawesome-webfont.8b43027fd41d.eot	(from https://nmessaoudi392.systeme.io/build/479.3e0b17d5.css)
20:10:39	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%226762f2a0-12d68%22	https://nmessaoudi392.systeme.io/build/fonts/fontawesome-webfont.20fd1704.woff2	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/fontawesome-webfont.20fd1704.woff2	(from https://nmessaoudi392.systeme.io/build/479.3e0b17d5.css)
20:10:39	98024/98024	---M--	200	added ('OK')	font/woff	etag:%226762f2a0-17ee8%22	https://nmessaoudi392.systeme.io/build/fonts/fontawesome-webfont.f691f37e.woff	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/fontawesome-webfont.f691f37e.woff	(from https://nmessaoudi392.systeme.io/build/479.3e0b17d5.css)
20:10:39	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%226762f2a0-286ac%22	https://nmessaoudi392.systeme.io/build/fonts/fontawesome-webfont.1e59d233.ttf	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/fontawesome-webfont.1e59d233.ttf	(from https://nmessaoudi392.systeme.io/build/479.3e0b17d5.css)
20:10:40	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226762f2a0-6c7db%22	https://nmessaoudi392.systeme.io/build/images/fontawesome-webfont.c1e38fd9.svg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/fontawesome-webfont.c1e38fd9.svg	(from https://nmessaoudi392.systeme.io/build/479.3e0b17d5.css)
20:10:40	26968/26968	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-6958%22	https://nmessaoudi392.systeme.io/build/fonts/fontello.78a3f36c.eot	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/fontello.78a3f36c.eot	(from https://nmessaoudi392.systeme.io/build/772.94a7c8b4.css)
20:10:40	13964/13964	---M--	200	added ('OK')	font/woff2	etag:%226762f2a0-368c%22	https://nmessaoudi392.systeme.io/build/fonts/fontello.1ee560aa.woff2	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/fontello.1ee560aa.woff2	(from https://nmessaoudi392.systeme.io/build/772.94a7c8b4.css)
20:10:40	16328/16328	---M--	200	added ('OK')	font/woff	etag:%226762f2a0-3fc8%22	https://nmessaoudi392.systeme.io/build/fonts/fontello.8bbadf56.woff	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/fontello.8bbadf56.woff	(from https://nmessaoudi392.systeme.io/build/772.94a7c8b4.css)
20:10:40	26800/26800	---M--	200	added ('OK')	application/octet-stream	etag:%226762f2a0-68b0%22	https://nmessaoudi392.systeme.io/build/fonts/fontello.4c7402ca.ttf	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/fontello.4c7402ca.ttf	(from https://nmessaoudi392.systeme.io/build/772.94a7c8b4.css)
20:10:41	33810/33810	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226762f2a0-8412%22	https://nmessaoudi392.systeme.io/build/images/fontello.0fcef40d.svg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/fontello.0fcef40d.svg	(from https://nmessaoudi392.systeme.io/build/772.94a7c8b4.css)
20:10:41	55493/55493	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-d8c5%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_5_0.eb905c40.eot	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_5_0.eb905c40.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:41	55493/55493	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-d8c5%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_5_0.eb905c40.eot?	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_5_0.eb905c40d41d.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:41	49569/49569	---M--	200	added ('OK')	font/woff2	etag:%226762f2a0-c1a1%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_5_0.845796d6.woff2	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_5_0.845796d6.woff2	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:42	79336/79336	---M--	200	added ('OK')	font/woff	etag:%226762f2a0-135e8%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_5_0.d20e69fe.woff	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_5_0.d20e69fe.woff	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:42	187532/187532	---M--	200	added ('OK')	application/octet-stream	etag:%226762f2a0-2dc8c%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_5_0.ed9dd10c.ttf	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_5_0.ed9dd10c.ttf	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:42	276273/276273	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226762f2a0-43731%22	https://nmessaoudi392.systeme.io/build/images/349C84_5_0.2af82390.svg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/349C84_5_0.2af82390.svg	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:42	55117/55117	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-d74d%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_1_0.56e9a865.eot	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_1_0.56e9a865.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:42	55117/55117	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-d74d%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_1_0.56e9a865.eot?	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_1_0.56e9a865d41d.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:43	49236/49236	---M--	200	added ('OK')	font/woff2	etag:%226762f2a0-c054%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_1_0.8ec6b30f.woff2	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_1_0.8ec6b30f.woff2	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:43	78378/78378	---M--	200	added ('OK')	font/woff	etag:%226762f2a0-1322a%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_1_0.4491291e.woff	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_1_0.4491291e.woff	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:44	182472/182472	---M--	200	added ('OK')	application/octet-stream	etag:%226762f2a0-2c8c8%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_1_0.b0870e2a.ttf	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_1_0.b0870e2a.ttf	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:44	268361/268361	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226762f2a0-41849%22	https://nmessaoudi392.systeme.io/build/images/349C84_1_0.688a8378.svg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/349C84_1_0.688a8378.svg	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:44	56119/56119	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-db37%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_2_0.a2bc9994.eot	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_2_0.a2bc9994.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:45	56119/56119	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-db37%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_2_0.a2bc9994.eot?	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_2_0.a2bc9994d41d.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:45	50033/50033	---M--	200	added ('OK')	font/woff2	etag:%226762f2a0-c371%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_2_0.9b589208.woff2	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_2_0.9b589208.woff2	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
